#origin time,true mag,true lat,true lon,true depth,alert time,1st estimate: lat, lon, dep, mag,last estimate:lat, lon, dep, mag
2015-05-04T04:10:17.800000Z,2.14,34.0,-116.44,2.47,10.74,34.01,-116.44,5.0,2.07,34.01,-116.44,5.0,2.19
2015-01-28T12:19:37.280000Z,2.4,32.77,-115.44,4.08,22.57,32.82,-115.47,16.29,2.51,32.8,-115.47,17.39,2.53
2015-04-21T04:08:58.020000Z,1.57,35.92,-117.69,1.97,12.72,35.98,-117.56,16.62,2.1,35.92,-117.68,6.3,1.82
2015-05-21T04:49:41.010000Z,2.41,33.16,-115.65,3.66,11.72,33.17,-115.62,5.0,3.0,33.16,-115.64,9.58,2.57
2014-12-31T18:28:38.240000Z,2.41,34.27,-117.02,9.31,10.77,34.28,-117.01,20.73,2.8,34.26,-117.03,5.98,2.67
2014-12-05T09:25:24.440000Z,1.58,32.89,-116.25,10.78,16.06,32.9,-116.25,10.0,2.06,32.9,-116.26,5.0,2.09
2015-01-29T06:43:12.830000Z,2.64,37.38,-118.38,12.96,48.48,37.48,-118.32,10.0,2.62,37.48,-118.32,10.0,2.6
2015-05-04T09:10:54.270000Z,1.96,34.0,-116.44,3.24,15.16,34.11,-116.45,5.96,2.23,34.01,-116.44,5.0,2.12
2015-03-11T04:33:17.420000Z,1.66,34.32,-116.93,7.95,11.57,34.33,-116.93,5.96,1.99,34.33,-116.93,5.96,2.07
2015-01-03T07:36:28.110000Z,1.94,36.04,-117.59,1.8,16.3,36.4,-117.71,20.63,2.7,36.4,-117.71,20.63,2.55
2015-04-24T15:01:25.310000Z,2.38,35.16,-117.55,4.32,20.23,35.16,-117.55,6.81,2.47,35.16,-117.57,10.0,2.52
2015-05-24T00:28:07.900000Z,2.66,33.22,-116.09,10.56,10.12,33.24,-116.1,15.26,2.81,33.22,-116.08,5.0,2.78
2015-04-04T05:25:52.770000Z,1.79,33.94,-117.03,14.89,10.79,33.94,-117.03,11.0,1.89,42.86,-119.86,418.27,2.03
2015-02-10T19:18:07.140000Z,2.67,32.4,-115.22,7.5,34.21,32.41,-115.26,10.0,2.64,32.4,-115.23,10.0,2.73
2015-04-13T01:54:23.530000Z,2.34,36.1,-117.77,7.85,16.92,36.1,-117.75,11.43,2.33,36.11,-117.77,5.0,2.39
2015-02-26T07:41:12.760000Z,1.88,33.94,-116.03,3.14,10.21,33.95,-116.03,5.0,1.88,33.94,-116.05,5.0,2.07
